"Compound","Effect","Metabolite","Plate","Dose","SampleType","Well","ApexIntensity"
"Verapamil","Cardiotoxic","Arachidonic Acid","C175",0.005,"media","a2",264222.15625
"Verapamil","Cardiotoxic","Lactate.D3","C164",30,"cells","g2",12858.6123046875
"Verapamil","Cardiotoxic","Lactate.D3","C164",30,"media","h2",8534.0654296875
"Verapamil","Cardiotoxic","Arachidonic Acid","C175",0.005,"cells","d2",194726.96875
"Verapamil","Cardiotoxic","Arachidonic Acid","C1ds3",0.005,"cells","d2",346843.9375
"Verapamil","Cardiotoxic","Arachidonic Acid","C175",30,"cells","f2",124139.84375
"Verapamil","Cardiotoxic","Arachidonic Acid","C150",0.005,"cells","b2",308691.09375
"Verapamil","Cardiotoxic","Arachidonic Acid","C1ds3",30,"media","h2",301744.8125
"Verapamil","Cardiotoxic","Citrulline-D4","C1ds2",0.005,"media","a2",21600.578125
"Verapamil","Cardiotoxic","Lactate","C160",0.005,"cells","d2",15567.013671875
"Verapamil","Cardiotoxic","Arachidonic Acid","C172",30,"cells","f2",201057.796875
"Verapamil","Cardiotoxic","Citrulline-D4","C1ds2",0.005,"cells","b2",22796.681640625
"Verapamil","Cardiotoxic","2'-deoxycytidine","C151",0.005,"cells","d2",18155.673828125
"Verapamil","Cardiotoxic","Citrulline-D4","C173",30,"cells","f2",43342.93359375
"Verapamil","Cardiotoxic","Thymidine","C150",0.005,"cells","c2",21726.513671875
"Verapamil","Cardiotoxic","Lactate","C175",0.005,"cells","c2",23866.173828125
"Verapamil","Cardiotoxic","Thymidine.D4","C1ds2",30,"cells","f2",63657.484375
"Verapamil","Cardiotoxic","Thymidine.D4","C1ds2",30,"cells","g2",58795.44921875
"Verapamil","Cardiotoxic","Thymidine.D4","C1ds2",30,"media","h2",60038.84375
"Verapamil","Cardiotoxic","Lactate","C175",30,"media","h2",14027.427734375
"Verapamil","Cardiotoxic","Lactate.D3","C155",0.005,"cells","d2",12158.705078125
"Verapamil","Cardiotoxic","2'-deoxycytidine","C160",0.005,"cells","c2",8010.68408203125
"Verapamil","Cardiotoxic","Thymidine.D4","C184",0.005,"cells","b2",61818.9375
"Verapamil","Cardiotoxic","Thymidine.D4","C184",0.005,"cells","c2",59085.16796875
"Verapamil","Cardiotoxic","Citrulline-D4","C170",30,"cells","g2",34486.984375
"Verapamil","Cardiotoxic","Lactate.D3","C1ds2",0.005,"cells","c2",9779.5263671875
"Verapamil","Cardiotoxic","Lactate.D3","C1ds2",0.005,"cells","d2",9573.884765625
"Verapamil","Cardiotoxic","Thymidine.D4","C184",0.005,"cells","d2",53546.578125
"Verapamil","Cardiotoxic","Thymidine.D4","C184",30,"cells","e2",52108.98828125
"Verapamil","Cardiotoxic","Thymidine.D4","C184",30,"cells","g2",52369.0546875
"Verapamil","Cardiotoxic","Thymidine.D4","C184",30,"media","h2",60738.578125
"Verapamil","Cardiotoxic","Lactate","C172",30,"media","h2",9708.9150390625
"Verapamil","Cardiotoxic","2'-deoxycytidine","C1ds3",0.005,"cells","d2",8987.54296875
"Verapamil","Cardiotoxic","Arachidonic Acid","C156",0.005,"cells","b2",282547.90625
"Verapamil","Cardiotoxic","Arachidonic Acid","C156",0.005,"media","a2",365410.46875
"Verapamil","Cardiotoxic","2'-deoxycytidine","C1ds3",30,"cells","g2",1685.50512695312
"Verapamil","Cardiotoxic","2'-deoxycytidine","C1ds3",30,"media","h2",815.383605957031
"Verapamil","Cardiotoxic","Lactate.D3","C184",0.005,"cells","c2",2181.00341796875
"Verapamil","Cardiotoxic","Lactate.D3","C163",0.005,"cells","c2",12851.984375
"Verapamil","Cardiotoxic","Arachidonic Acid","C152",0.005,"cells","c2",322911.21875
"Verapamil","Cardiotoxic","Arachidonic Acid","C152",0.005,"cells","b2",283634
"Verapamil","Cardiotoxic","Thymidine","C185",0.005,"media","a2",4080.89282226562
"Verapamil","Cardiotoxic","Lactate","C162",0.005,"cells","c2",20164.939453125
"Verapamil","Cardiotoxic","Thymidine","C185",0.005,"cells","c2",15238.1943359375
"Verapamil","Cardiotoxic","Citrulline-D4","C175",0.005,"media","a2",24271.119140625
"Verapamil","Cardiotoxic","Citrulline-D4","C160",30,"media","h2",55282.44921875
"Verapamil","Cardiotoxic","Thymidine.D4","C160",0.005,"cells","b2",88477.0625
"Verapamil","Cardiotoxic","Thymidine.D4","C160",0.005,"cells","c2",79762.6015625
"Verapamil","Cardiotoxic","Thymidine","C169",30,"media","h2",4557.255859375
"Verapamil","Cardiotoxic","Thymidine.D4","C172",30,"cells","g10",72257.65625
"Verapamil","Cardiotoxic","Thymidine.D4","C160",30,"cells","f2",86644.2890625
"Verapamil","Cardiotoxic","Thymidine.D4","C160",30,"cells","g2",88781.46875
"Verapamil","Cardiotoxic","Thymidine","C182",0.005,"cells","c2",15366.869140625
"Verapamil","Cardiotoxic","Thymidine","C152",30,"media","h2",5223.1396484375
"Verapamil","Cardiotoxic","Thymidine.D4","C175",30,"cells","e2",64870.37890625
"Verapamil","Cardiotoxic","Thymidine.D4","C175",30,"cells","f2",62977.421875
"Verapamil","Cardiotoxic","Thymidine.D4","C175",30,"cells","g2",68340.7734375
"Verapamil","Cardiotoxic","Thymidine","C153",0.005,"media","a2",5368.5263671875
"Verapamil","Cardiotoxic","Lactate","C185",0.005,"media","a2",2918.51928710938
"Verapamil","Cardiotoxic","Lactate","C185",0.005,"cells","b2",3038.24462890625
"Verapamil","Cardiotoxic","Lactate","C185",0.005,"cells","c2",3359.23608398438
"Verapamil","Cardiotoxic","Thymidine.D4","C1ca2",0.005,"media","a2",67297.109375
"Verapamil","Cardiotoxic","Thymidine.D4","C1ca2",0.005,"cells","b2",63772.328125
"Verapamil","Cardiotoxic","Arachidonic Acid","C161",30,"cells","f2",189863.359375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C159",0.005,"cells","b2",8653.01953125
"Verapamil","Cardiotoxic","Citrulline-D4","C150",30,"cells","f2",50416.1953125
"Verapamil","Cardiotoxic","Lactate","C152",30,"cells","e2",160501.53125
"Verapamil","Cardiotoxic","Arachidonic Acid","C158",0.005,"cells","d2",251841.375
"Verapamil","Cardiotoxic","Lactate","C171",0.005,"media","a2",19289.4453125
"Verapamil","Cardiotoxic","Citrulline-D4","C180",0.005,"cells","d2",28655.2265625
"Verapamil","Cardiotoxic","Citrulline-D4","C180",30,"cells","e2",25586.552734375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C185",0.005,"cells","b2",4046.78344726562
"Verapamil","Cardiotoxic","Thymidine.D4","C180",0.005,"media","a2",53176.66015625
"Verapamil","Cardiotoxic","Lactate.D3","C150",30,"cells","f2",19222.767578125
"Verapamil","Cardiotoxic","Lactate.D3","C150",30,"cells","g2",18254.80078125
"Verapamil","Cardiotoxic","Thymidine","C1ds2",0.005,"media","a2",4842.3369140625
"Verapamil","Cardiotoxic","Lactate.D3","C165",0.005,"cells","b2",7862.34130859375
"Verapamil","Cardiotoxic","Lactate.D3","C165",0.005,"cells","c2",8046.228515625
"Verapamil","Cardiotoxic","Arachidonic Acid","C1ds2",30,"cells","e2",166519.90625
"Verapamil","Cardiotoxic","Lactate.D3","C165",30,"cells","e2",12032.76953125
"Verapamil","Cardiotoxic","Thymidine.D4","C180",30,"media","h2",62121.9453125
"Verapamil","Cardiotoxic","Lactate.D3","C165",30,"media","h2",10079.8017578125
"Verapamil","Cardiotoxic","Arachidonic Acid","C176",0.005,"cells","c2",254741.046875
"Verapamil","Cardiotoxic","Citrulline-D4","C167",0.005,"cells","c2",25815.912109375
"Verapamil","Cardiotoxic","Thymidine","C184",0.005,"media","a2",3689.09887695312
"Verapamil","Cardiotoxic","Thymidine","C184",0.005,"cells","b2",15153.689453125
"Verapamil","Cardiotoxic","Thymidine.D4","C177",0.005,"cells","b2",75905.015625
"Verapamil","Cardiotoxic","Lactate","C187",30,"cells","e2",18318.927734375
"Verapamil","Cardiotoxic","Lactate","C187",30,"cells","f2",20157.08203125
"Verapamil","Cardiotoxic","Citrulline-D4","C167",30,"media","h2",25841.640625
"Verapamil","Cardiotoxic","Thymidine","C173",30,"cells","e2",13948.5390625
"Verapamil","Cardiotoxic","Arachidonic Acid","C166",30,"cells","e2",200788.3125
"Verapamil","Cardiotoxic","Arachidonic Acid","C166",30,"cells","f2",171831.875
"Verapamil","Cardiotoxic","Thymidine.D4","C1ds1",30,"media","h2",59504.01171875
"Verapamil","Cardiotoxic","Arachidonic Acid","C184",0.005,"cells","d2",238575.1875
"Verapamil","Cardiotoxic","Arachidonic Acid","C184",30,"cells","e2",142351.875
"Verapamil","Cardiotoxic","Lactate.D3","C156",0.005,"media","a2",12999.931640625
"Verapamil","Cardiotoxic","Thymidine","C170",0.005,"media","a2",3794.1767578125
"Verapamil","Cardiotoxic","2'-deoxycytidine","C187",0.005,"media","a2",514.151611328125
"Verapamil","Cardiotoxic","Lactate.D3","C172",0.3,"cells","e6",9836.4716796875
"Verapamil","Cardiotoxic","Citrulline-D4","C171",30,"cells","f2",33709.8515625
"Verapamil","Cardiotoxic","Citrulline-D4","C185",0.005,"cells","d2",10615.015625
"Verapamil","Cardiotoxic","Thymidine.D4","C156",30,"cells","g2",79009.03125
"Verapamil","Cardiotoxic","2'-deoxycytidine","C187",30,"cells","e2",933.832153320312
"Verapamil","Cardiotoxic","Lactate.D3","C156",0.005,"cells","d2",10058.5830078125
"Verapamil","Cardiotoxic","Citrulline-D4","C182",0.005,"cells","d2",26552.5625
"Verapamil","Cardiotoxic","2'-deoxycytidine","C187",30,"media","h2",457.730743408203
"Verapamil","Cardiotoxic","Lactate","C184",30,"media","h2",2444.81005859375
"Verapamil","Cardiotoxic","Thymidine.D4","C182",0.005,"cells","c2",55711.90234375
"Verapamil","Cardiotoxic","Thymidine.D4","C171",30,"cells","g2",64135.6484375
"Verapamil","Cardiotoxic","Lactate","C181",0.005,"media","a2",28133.158203125
"Verapamil","Cardiotoxic","Thymidine","C160",0.005,"cells","b2",19398.078125
"Verapamil","Cardiotoxic","Thymidine","C160",0.005,"cells","c2",20754.689453125
"Verapamil","Cardiotoxic","Lactate.D3","C171",30,"cells","f2",11308.890625
"Verapamil","Cardiotoxic","Thymidine.D4","C164",0.005,"cells","c2",86910.625
"Verapamil","Cardiotoxic","Arachidonic Acid","C157",30,"cells","g2",194844.203125
"Verapamil","Cardiotoxic","Citrulline-D4","C153",30,"cells","g2",47153.88671875
"Verapamil","Cardiotoxic","Citrulline-D4","C179",30,"cells","g2",35872.01953125
"Verapamil","Cardiotoxic","Lactate","C163",0.005,"cells","c2",28142.9453125
"Verapamil","Cardiotoxic","Citrulline-D4","C179",30,"media","h2",34054.81640625
"Verapamil","Cardiotoxic","Arachidonic Acid","C172",30,"media","h10",264376.625
"Verapamil","Cardiotoxic","Thymidine","C186",0.005,"media","a2",4006.08447265625
"Verapamil","Cardiotoxic","Thymidine","C172",30,"cells","e10",18006.55078125
"Verapamil","Cardiotoxic","Lactate.D3","C161",0.005,"media","a2",10366.712890625
"Verapamil","Cardiotoxic","Thymidine","C186",0.005,"cells","c2",15649.353515625
"Verapamil","Cardiotoxic","Thymidine","C186",0.005,"cells","d2",14503.025390625
"Verapamil","Cardiotoxic","Citrulline-D4","C176",30,"cells","e2",33520.94140625
"Verapamil","Cardiotoxic","Citrulline-D4","C176",30,"cells","f2",31678.287109375
"Verapamil","Cardiotoxic","Thymidine.D4","C176",0.005,"media","a2",79999.2734375
"Verapamil","Cardiotoxic","Lactate.D3","C161",30,"cells","g2",12946.2138671875
"Verapamil","Cardiotoxic","Arachidonic Acid","C186",30,"cells","f2",134482.65625
"Verapamil","Cardiotoxic","Lactate","C160",30,"cells","e2",116570.140625
"Verapamil","Cardiotoxic","Thymidine.D4","C176",0.005,"cells","c2",70274.8515625
"Verapamil","Cardiotoxic","Lactate","C160",30,"cells","g2",136402.9375
"Verapamil","Cardiotoxic","Lactate","C160",30,"media","h2",10299.11328125
"Verapamil","Cardiotoxic","Lactate","C157",0.005,"cells","c2",15717.2744140625
"Verapamil","Cardiotoxic","Lactate","C157",0.005,"cells","d2",17496.146484375
"Verapamil","Cardiotoxic","Arachidonic Acid","C162",0.005,"media","a2",313116.6875
"Verapamil","Cardiotoxic","Thymidine","C172",30,"media","h2",4370.484375
"Verapamil","Cardiotoxic","Arachidonic Acid","C147",30,"cells","f2",323953.46875
"Verapamil","Cardiotoxic","Arachidonic Acid","C147",30,"cells","g2",270458.03125
"Verapamil","Cardiotoxic","Lactate.D3","C176",0.005,"media","a2",14105.771484375
"Verapamil","Cardiotoxic","Arachidonic Acid","C162",30,"cells","f2",338479.3125
"Verapamil","Cardiotoxic","Lactate.D3","C176",0.005,"cells","d2",9854.0712890625
"Verapamil","Cardiotoxic","Thymidine","C147",0.005,"media","a2",5306.17626953125
"Verapamil","Cardiotoxic","Lactate.D3","C176",30,"cells","f2",11800.2783203125
"Verapamil","Cardiotoxic","Lactate.D3","C176",30,"cells","g2",13169.212890625
"Verapamil","Cardiotoxic","Lactate.D3","C176",30,"media","h2",14196.6728515625
"Verapamil","Cardiotoxic","Arachidonic Acid","C172",0.03,"cells","f4",305853.09375
"Verapamil","Cardiotoxic","Arachidonic Acid","C172",0.03,"cells","g4",260302.671875
"Verapamil","Cardiotoxic","Arachidonic Acid","C172",0.03,"media","h4",248581.40625
"Verapamil","Cardiotoxic","Lactate","C172",30,"cells","g2",104910.828125
"Verapamil","Cardiotoxic","Thymidine","C159",0.005,"media","a2",4584.6865234375
"Verapamil","Cardiotoxic","Lactate.D3","C166",30,"cells","f2",10373.2021484375
"Verapamil","Cardiotoxic","Lactate.D3","C166",30,"cells","g2",10551.5341796875
"Verapamil","Cardiotoxic","2'-deoxycytidine","C186",30,"media","h2",585.43505859375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C157",30,"media","h2",666.142333984375
"Verapamil","Cardiotoxic","Arachidonic Acid","C172",0.1,"cells","g5",316780.75
"Verapamil","Cardiotoxic","2'-deoxycytidine","C172",100,"cells","f11",840.65576171875
"Verapamil","Cardiotoxic","Lactate.D3","C148",0.005,"cells","b2",13046.0595703125
"Verapamil","Cardiotoxic","Thymidine","C159",30,"media","h2",4446.2421875
"Verapamil","Cardiotoxic","Lactate.D3","C163",0.005,"cells","d2",11747.3896484375
"Verapamil","Cardiotoxic","Lactate","C162",0.005,"cells","b2",21385.244140625
"Verapamil","Cardiotoxic","Thymidine.D4","C148",30,"cells","g2",86710.3125
"Verapamil","Cardiotoxic","Lactate","C162",0.005,"cells","d2",19479.876953125
"Verapamil","Cardiotoxic","Arachidonic Acid","C177",30,"media","h2",346466.28125
"Verapamil","Cardiotoxic","Lactate","C162",30,"cells","f2",145225.5
"Verapamil","Cardiotoxic","Lactate","C162",30,"cells","g2",133483.03125
"Verapamil","Cardiotoxic","Lactate","C162",30,"media","h2",20350.322265625
"Verapamil","Cardiotoxic","Arachidonic Acid","C152",30,"media","h2",332816.8125
"Verapamil","Cardiotoxic","2'-deoxycytidine","C154",30,"cells","f2",4098.1884765625
"Verapamil","Cardiotoxic","Thymidine","C152",30,"cells","e2",15778.95703125
"Verapamil","Cardiotoxic","Thymidine","C182",0.005,"cells","b2",15066.8349609375
"Verapamil","Cardiotoxic","Thymidine.D4","C1ca1",0.005,"cells","d2",69193.5546875
"Verapamil","Cardiotoxic","2'-deoxycytidine","C154",30,"media","h2",756.206604003906
"Verapamil","Cardiotoxic","Lactate.D3","C157",0.005,"cells","c2",14734.5029296875
"Verapamil","Cardiotoxic","Lactate.D3","C157",0.005,"cells","d2",14207.6083984375
"Verapamil","Cardiotoxic","Thymidine","C182",30,"cells","g2",9431.646484375
"Verapamil","Cardiotoxic","Thymidine","C182",30,"media","h2",5491.5146484375
"Verapamil","Cardiotoxic","Lactate","C167",30,"cells","f2",105809.671875
"Verapamil","Cardiotoxic","Thymidine.D4","C186",30,"cells","f2",53674.1484375
"Verapamil","Cardiotoxic","Thymidine.D4","C186",30,"cells","g2",60977.79296875
"Verapamil","Cardiotoxic","Citrulline-D4","C1ds3",30,"cells","g2",22723.5390625
"Verapamil","Cardiotoxic","Lactate.D3","C175",0.005,"media","a2",8966.091796875
"Verapamil","Cardiotoxic","Arachidonic Acid","C182",30,"cells","g2",268477.34375
"Verapamil","Cardiotoxic","Lactate","C185",30,"cells","g2",16445.5625
"Verapamil","Cardiotoxic","2'-deoxycytidine","C159",0.005,"cells","d2",8207.724609375
"Verapamil","Cardiotoxic","Lactate.D3","C150",0.005,"media","a2",16686.904296875
"Verapamil","Cardiotoxic","Lactate.D3","C154",30,"media","h2",14206.9609375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C167",0.005,"media","a2",820.048950195312
"Verapamil","Cardiotoxic","Lactate.D3","C186",0.005,"cells","b2",1954.49829101562
"Verapamil","Cardiotoxic","2'-deoxycytidine","C167",0.005,"cells","c2",4675.90478515625
"Verapamil","Cardiotoxic","Lactate.D3","C186",0.005,"cells","d2",1809.53442382812
"Verapamil","Cardiotoxic","Lactate.D3","C186",30,"cells","e2",1864.96020507812
"Verapamil","Cardiotoxic","Thymidine","C161",30,"cells","f2",17766.869140625
"Verapamil","Cardiotoxic","2'-deoxycytidine","C167",30,"cells","g2",829.27880859375
"Verapamil","Cardiotoxic","Lactate.D3","C150",30,"media","h2",14107.09375
"Verapamil","Cardiotoxic","Thymidine","C158",0.005,"cells","d2",23578.3828125
"Verapamil","Cardiotoxic","Thymidine","C158",30,"cells","e2",17578.205078125
"Verapamil","Cardiotoxic","Thymidine","C176",0.005,"cells","d2",21295.283203125
"Verapamil","Cardiotoxic","Citrulline-D4","C147",30,"cells","f2",70950.296875
"Verapamil","Cardiotoxic","Thymidine","C158",30,"cells","g2",19313.369140625
"Verapamil","Cardiotoxic","Citrulline-D4","C177",0.005,"media","a2",34411.890625
"Verapamil","Cardiotoxic","Citrulline-D4","C167",0.005,"cells","b2",25631.060546875
"Verapamil","Cardiotoxic","Arachidonic Acid","C1ds2",30,"media","h2",308972.53125
"Verapamil","Cardiotoxic","Citrulline-D4","C177",0.005,"cells","c2",32162.015625
"Verapamil","Cardiotoxic","Citrulline-D4","C177",0.005,"cells","d2",30219.83984375
"Verapamil","Cardiotoxic","Thymidine.D4","C159",0.005,"cells","b2",84736.4140625
"Verapamil","Cardiotoxic","Thymidine.D4","C159",0.005,"cells","c2",81558.171875
"Verapamil","Cardiotoxic","Lactate.D3","C159",0.005,"media","a2",9718.4833984375
"Verapamil","Cardiotoxic","Thymidine","C184",30,"cells","e2",12411.830078125
"Verapamil","Cardiotoxic","Thymidine","C184",30,"cells","f2",13551.57421875
"Verapamil","Cardiotoxic","Lactate","C158",0.005,"media","a2",20311.1953125
"Verapamil","Cardiotoxic","Citrulline-D4","C152",0.005,"media","a2",43781.8828125
"Verapamil","Cardiotoxic","Arachidonic Acid","C166",30,"cells","g2",178322.0625
"Verapamil","Cardiotoxic","Lactate","C176",0.005,"cells","c2",20402.90234375
"Verapamil","Cardiotoxic","Lactate","C176",0.005,"cells","d2",21349.384765625
"Verapamil","Cardiotoxic","Arachidonic Acid","C170",0.005,"cells","c2",222343.109375
"Verapamil","Cardiotoxic","Thymidine","C151",30,"media","h2",5522.49462890625
"Verapamil","Cardiotoxic","2'-deoxycytidine","C179",30,"media","h2",951.865844726562
"Verapamil","Cardiotoxic","Citrulline-D4","C171",30,"cells","e2",33352.12109375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C187",0.005,"cells","b2",3154.39599609375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C172",10,"cells","f9",8852.4736328125
"Verapamil","Cardiotoxic","2'-deoxycytidine","C172",10,"media","h9",815.719970703125
"Verapamil","Cardiotoxic","Lactate","C184",0.005,"cells","c2",3579.94848632812
"Verapamil","Cardiotoxic","Lactate","C173",30,"cells","f2",113076.953125
"Verapamil","Cardiotoxic","Lactate","C184",30,"cells","f2",19414.193359375
"Verapamil","Cardiotoxic","Lactate","C155",30,"cells","f2",149277.203125
"Verapamil","Cardiotoxic","Citrulline-D4","C182",30,"cells","e2",23926.595703125
"Verapamil","Cardiotoxic","Lactate.D3","C169",30,"cells","g2",10659.90234375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C158",0.005,"cells","d2",10592.537109375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C158",30,"cells","e2",3911.12963867188
"Verapamil","Cardiotoxic","Arachidonic Acid","C157",0.005,"media","a2",418851.5
"Verapamil","Cardiotoxic","Lactate.D3","C171",0.005,"cells","b2",7365.41455078125
"Verapamil","Cardiotoxic","Thymidine.D4","C164",0.005,"cells","b2",79933.65625
"Verapamil","Cardiotoxic","Citrulline-D4","C153",0.005,"cells","d2",45678.5390625
"Verapamil","Cardiotoxic","Lactate.D3","C149",0.005,"cells","c2",16587.484375
"Verapamil","Cardiotoxic","Lactate.D3","C149",0.005,"cells","d2",17903.41796875
"Verapamil","Cardiotoxic","Thymidine.D4","C153",30,"cells","e2",78681.2734375
"Verapamil","Cardiotoxic","Thymidine.D4","C149",0.005,"cells","c2",90709.6171875
"Verapamil","Cardiotoxic","Citrulline-D4","C161",30,"cells","g2",52645.09375
"Verapamil","Cardiotoxic","Lactate.D3","C172",3,"cells","g8",14500.533203125
"Verapamil","Cardiotoxic","Lactate.D3","C172",3,"media","h8",7397.9365234375
"Verapamil","Cardiotoxic","2'-deoxycytidine","C173",0.005,"cells","d2",10789.322265625
"Verapamil","Cardiotoxic","Lactate","C163",30,"cells","f2",152937.828125
"Verapamil","Cardiotoxic","Lactate","C1ca1",0.005,"media","a2",24561.55859375
"Verapamil","Cardiotoxic","Citrulline-D4","C187",0.005,"cells","c2",11643.7255859375
